year,crop_type,soil_type,soil_ph,nitrogen,phosphorus,potassium,temperature,rainfall,humidity,irrigation_level,sunshine_hours,yield_kg_acre,yield_tons_ha
2025,Coffee,Peaty,7.62,124,91,128,14.7,1169,51.6,Low,9.4,254.57,0.629
2023,Sunflower,Silt Loam,8.65,123,94,10,35.2,1169,54.8,Medium,9.6,243.63,0.602
2020,Tea,Sandy Loam,5.91,124,51,30,10.8,1533,76.0,Medium,8.4,302.25,0.747
2026,Garlic,Alluvial,6.52,116,61,36,21.4,549,90.6,High,5.8,3868.53,9.559
2025,Apple,Sandy Loam,6.17,71,10,133,37.8,1015,38.7,High,10.3,2198.0,5.431
2020,Banana,Black Soil,5.29,275,46,258,37.3,1866,69.3,High,10.9,8687.56,21.467
2024,Chickpea,Saline,6.28,10,97,30,10.9,540,46.2,High,11.8,188.22,0.465
2020,Tomato,Black Soil,5.9,150,129,102,18.1,818,36.5,Medium,10.9,10697.13,26.433
2025,Watermelon,Black Soil,5.83,71,118,84,32.6,150,76.5,High,5.8,2821.28,6.972
2023,Mustard,Alluvial,5.25,28,18,12,29.2,793,73.8,High,7.7,180.88,0.447
2023,Garlic,Sandy Loam,6.93,72,45,39,31.4,970,44.2,Low,10.7,1612.35,3.984
2026,Chickpea,Sandy Loam,7.9,10,36,10,29.1,262,81.2,High,10.0,339.47,0.839
2023,Soybean,Black Soil,8.31,40,52,36,35.0,505,77.5,Low,9.4,253.85,0.627
2022,Coffee,Laterite,7.69,143,64,77,36.3,1339,65.6,Low,8.6,104.22,0.258
2020,Sugarcane,Black Soil,4.68,255,126,68,21.6,893,73.3,Medium,4.4,3947.3,9.754
2023,Chickpea,Black Soil,7.33,10,10,38,11.1,911,84.8,Low,4.4,208.49,0.515
2026,Coffee,Silt Loam,4.58,127,10,101,19.6,2277,70.1,Low,11.5,367.94,0.909
2024,Garlic,Alluvial,7.75,89,16,105,37.5,232,91.5,High,5.3,552.81,1.366
2023,Soybean,Peaty,7.41,19,79,53,11.2,634,42.6,Low,5.0,222.62,0.55
2022,Tea,Black Soil,7.47,198,29,108,23.5,1798,93.9,Medium,6.3,376.5,0.93
2025,Tomato,Clay Loam,5.54,129,63,157,28.9,897,54.4,Medium,8.5,8112.73,20.047
2025,Rice,Silt Loam,7.16,167,36,46,38.7,1582,48.1,High,4.5,632.91,1.564
2024,Banana,Sandy Loam,7.31,216,68,241,18.2,1615,68.8,High,10.3,14162.06,34.995
2020,Barley,Black Soil,6.04,123,43,36,29.3,364,50.6,Medium,6.3,399.39,0.987
2026,Chickpea,Saline,8.14,23,87,10,10.0,598,50.3,Low,8.8,241.36,0.596
2022,Sugarcane,Sandy Loam,5.38,198,85,111,18.4,1467,63.2,Medium,11.3,6485.21,16.025
2020,Soybean,Alluvial,8.64,60,67,67,37.7,611,74.5,Medium,6.8,234.28,0.579
2020,Onion,Laterite,7.27,141,18,92,17.2,1151,30.0,High,10.4,4895.85,12.098
2023,Tomato,Clay Loam,8.03,191,58,108,27.6,1247,69.2,Medium,9.2,5667.61,14.005
2026,Sugarcane,Black Soil,5.51,214,80,125,17.2,2208,68.9,High,8.3,8374.38,20.694
2025,Rice,Saline,7.21,81,19,33,32.4,1217,58.0,Medium,6.7,605.27,1.496
2023,Soybean,Clay Loam,7.85,74,58,79,25.5,789,81.1,Medium,6.6,763.99,1.888
2022,Rice,Saline,5.67,183,51,10,14.0,987,47.2,High,9.7,406.89,1.005
2023,Mustard,Clay Loam,4.66,88,27,49,24.2,606,85.9,High,5.3,348.8,0.862
2021,Onion,Saline,5.17,86,32,84,11.3,848,43.6,High,5.9,1499.66,3.706
2020,Sugarcane,Laterite,7.5,165,72,91,13.9,1957,56.4,Medium,6.6,6637.15,16.401
2023,Sunflower,Black Soil,7.04,99,85,72,31.2,891,31.4,Medium,6.3,851.46,2.104
2021,Onion,Red Soil,6.92,123,70,83,37.4,383,69.1,Medium,5.9,2015.68,4.981
2024,Maize,Laterite,8.42,97,67,11,14.0,886,90.1,High,9.5,398.63,0.985
2025,Sugarcane,Red Soil,7.21,265,96,50,18.7,1241,68.9,Low,11.4,7475.85,18.473
2025,Watermelon,Loam,4.9,125,109,74,13.2,150,44.0,Low,6.4,1022.11,2.526
2020,Groundnut,Peaty,7.93,50,56,43,19.8,804,50.5,Low,4.3,475.14,1.174
2023,Coffee,Peaty,8.15,103,59,104,33.9,2037,48.8,Low,4.6,114.04,0.282
2026,Banana,Clay Loam,6.02,192,120,261,34.1,2293,58.8,Medium,7.9,16638.4,41.114
2022,Sunflower,Peaty,4.62,113,110,10,39.0,469,63.0,Medium,4.5,136.07,0.336
2020,Watermelon,Red Soil,7.81,143,91,91,14.5,435,92.1,Medium,8.9,4434.35,10.958
2024,Mustard,Peaty,4.75,90,64,34,17.0,399,82.7,Low,9.2,605.16,1.495
2020,Potato,Saline,7.38,124,91,81,20.0,441,79.9,High,5.9,3033.05,7.495
2020,Soybean,Clay Loam,7.0,10,47,68,16.3,774,73.6,Low,7.7,441.69,1.091
2021,Onion,Black Soil,5.02,29,10,134,38.7,866,72.4,Medium,11.1,1319.57,3.261
2022,Watermelon,Loam,6.2,142,75,135,36.5,1071,49.9,Low,6.1,6235.88,15.409
2023,Groundnut,Peaty,6.73,12,11,36,28.0,498,62.1,Low,7.0,569.67,1.408
2025,Tomato,Red Soil,6.35,146,97,109,19.7,702,31.2,Low,6.6,8230.19,20.337
2022,Tomato,Laterite,5.37,94,122,108,23.1,768,75.4,High,7.3,6120.82,15.125
2022,Maize,Laterite,7.13,139,104,75,12.1,789,81.4,Medium,5.3,710.27,1.755
2020,Coffee,Sandy Loam,7.59,149,45,130,33.3,1361,85.4,Low,6.4,105.11,0.26
2024,Onion,Peaty,6.36,101,25,39,38.2,618,46.0,Low,4.0,1561.36,3.858
2025,Potato,Silt Loam,5.06,122,48,96,17.1,632,40.4,High,11.3,8077.5,19.96
2020,Banana,Loam,5.04,235,46,240,13.3,1820,90.0,Medium,9.2,6927.45,17.118
2021,Sunflower,Laterite,5.82,83,49,58,12.4,541,80.5,High,7.2,332.75,0.822
2025,Coffee,Loam,7.07,198,71,125,39.6,1265,75.5,Medium,9.6,290.67,0.718
2026,Sugarcane,Loam,6.49,236,74,134,22.4,1801,43.2,High,9.2,23260.35,57.477
2020,Mustard,Red Soil,5.07,150,10,57,33.8,150,87.5,Medium,6.7,80.0,0.198
2023,Watermelon,Laterite,6.65,96,78,121,38.4,524,45.1,High,5.2,5359.71,13.244
2024,Soybean,Silt Loam,5.81,37,91,60,38.1,645,46.6,Low,6.9,346.64,0.857
2023,Groundnut,Silt Loam,8.59,89,10,66,27.5,927,86.0,Medium,9.0,525.73,1.299
2026,Potato,Silt Loam,6.14,155,106,130,19.8,889,87.2,High,10.0,11482.29,28.373
2020,Cotton,Peaty,6.17,96,81,56,25.3,1102,45.4,High,11.4,742.74,1.835
2023,Tomato,Clay Loam,6.35,148,86,128,21.6,317,89.0,Low,8.2,6192.03,15.301
2025,Coffee,Clay Loam,4.67,127,10,132,38.7,1845,66.3,Medium,10.0,178.45,0.441
2024,Wheat,Clay Loam,7.29,79,76,19,35.2,270,50.3,High,7.8,347.84,0.86
2024,Mustard,Laterite,7.81,70,26,10,30.3,531,33.8,Medium,6.7,231.35,0.572
2021,Chickpea,Silt Loam,7.76,44,55,31,19.5,630,48.1,Medium,11.7,1045.8,2.584
2026,Sugarcane,Saline,7.15,199,87,72,35.2,2021,92.5,Low,5.7,13734.72,33.939
2021,Watermelon,Laterite,7.5,81,59,110,29.6,150,56.9,Medium,10.8,4444.49,10.983
2021,Mustard,Silt Loam,7.57,34,30,48,13.3,608,32.7,High,6.7,558.62,1.38
2026,Sugarcane,Loam,5.56,238,129,97,23.6,1917,66.2,High,7.1,14457.23,35.725
2026,Tomato,Laterite,5.13,148,87,170,38.2,206,70.7,Medium,9.0,1240.26,3.065
2026,Garlic,Peaty,8.05,78,23,39,27.0,150,68.2,High,6.8,461.4,1.14
2020,Apple,Red Soil,5.08,103,53,73,20.3,1494,43.8,Low,8.8,3931.87,9.716
2025,Banana,Black Soil,7.27,214,77,288,14.8,1777,61.5,High,11.4,10063.96,24.869
2025,Soybean,Sandy Loam,7.58,66,41,57,25.8,523,58.4,Low,9.5,716.54,1.771
2020,Rice,Red Soil,7.18,152,74,44,25.7,2043,44.3,Medium,11.8,1699.95,4.201
2025,Banana,Loam,8.64,176,24,260,30.7,1702,70.9,Low,8.2,9644.31,23.832
2026,Barley,Sandy Loam,6.31,133,58,48,15.1,839,50.2,High,7.8,1023.55,2.529
2025,Maize,Sandy Loam,4.91,173,89,83,33.8,813,83.0,High,6.5,636.36,1.572
2021,Garlic,Clay Loam,7.29,68,40,50,27.1,273,76.3,High,4.1,1016.53,2.512
2026,Coffee,Loam,7.01,127,10,123,21.3,1577,72.8,Low,5.8,328.57,0.812
2020,Cotton,Red Soil,4.55,92,56,76,14.7,748,85.9,Low,11.2,180.06,0.445
2021,Tomato,Loam,8.52,102,105,97,14.0,1161,45.4,Low,9.1,3438.5,8.497
2025,Chickpea,Saline,7.28,10,42,10,21.2,150,39.7,Low,8.1,219.6,0.543
2020,Apple,Red Soil,4.69,63,65,80,31.7,401,83.2,Low,8.7,717.92,1.774
2020,Garlic,Loam,4.62,51,28,109,39.2,401,76.8,Medium,7.9,682.22,1.686
2026,Maize,Alluvial,4.63,195,100,50,27.6,473,39.0,High,10.8,1083.85,2.678
2021,Watermelon,Clay Loam,4.79,74,54,79,34.6,662,73.9,Medium,6.6,3720.91,9.195
2025,Rice,Laterite,6.95,141,51,55,35.9,1310,64.3,Low,4.8,764.02,1.888
2026,Tomato,Silt Loam,5.4,149,87,100,22.5,1078,62.2,Medium,9.8,10481.1,25.899
2021,Onion,Peaty,6.67,108,50,98,14.1,258,90.3,Medium,8.7,3952.4,9.767
2026,Maize,Alluvial,7.08,170,104,69,24.9,1104,42.9,High,4.8,2416.71,5.972
2024,Watermelon,Peaty,8.16,146,81,86,32.9,589,41.7,High,5.9,5174.19,12.786
2020,Groundnut,Sandy Loam,5.76,10,49,35,33.1,684,57.1,Medium,9.8,574.47,1.42
2021,Sugarcane,Laterite,7.41,259,93,63,35.6,1927,70.8,Low,10.5,16434.08,40.609
2026,Mustard,Loam,6.77,114,81,62,13.8,437,37.5,High,11.7,1254.25,3.099
2022,Barley,Laterite,6.29,71,38,20,37.4,595,68.4,Low,9.3,522.96,1.292
2026,Barley,Silt Loam,5.63,136,10,26,34.8,235,92.3,Low,11.6,165.49,0.409
2025,Mustard,Sandy Loam,4.99,66,29,10,33.3,505,33.8,Low,4.9,121.77,0.301
2023,Potato,Red Soil,5.47,92,89,114,33.6,221,34.5,Medium,6.3,1272.98,3.146
2021,Tea,Saline,4.76,95,11,63,19.0,1521,71.2,High,11.1,594.64,1.469
2023,Maize,Clay Loam,4.53,139,103,70,22.0,1450,62.9,Low,4.1,941.45,2.326
2021,Watermelon,Alluvial,7.78,139,88,102,17.5,846,68.5,Low,8.5,6527.47,16.13
2020,Potato,Red Soil,4.81,82,54,131,15.3,1104,55.7,Medium,4.3,4092.97,10.114
2024,Tea,Loam,6.93,67,31,82,28.6,1898,43.9,Medium,11.4,325.81,0.805
2025,Wheat,Peaty,7.97,127,45,109,26.1,150,77.0,Low,6.0,259.96,0.642
2023,Groundnut,Sandy Loam,8.06,22,70,51,28.8,560,54.7,Medium,10.3,601.12,1.485
2020,Chickpea,Black Soil,7.74,10,61,10,30.9,599,81.9,Low,11.3,463.95,1.146
2026,Sugarcane,Alluvial,8.0,185,67,81,23.4,1671,63.9,High,11.3,16423.28,40.583
2026,Tea,Sandy Loam,8.29,120,25,25,32.4,1714,58.9,Low,11.2,141.95,0.351
2022,Maize,Loam,7.95,122,36,77,40.0,714,80.3,Medium,7.9,684.05,1.69
2021,Chickpea,Laterite,8.26,10,50,42,39.8,969,47.3,Low,11.2,185.72,0.459
2024,Maize,Saline,5.56,207,79,85,34.7,224,36.1,Medium,9.7,300.08,0.742
2022,Apple,Clay Loam,4.92,87,103,114,31.9,1042,92.0,High,8.0,1973.34,4.876
2020,Soybean,Saline,5.9,62,28,73,16.3,244,81.0,Medium,4.9,142.6,0.352
2024,Rice,Silt Loam,5.02,146,53,20,18.2,1536,54.2,Medium,5.1,608.28,1.503
2020,Tomato,Sandy Loam,4.53,228,116,146,21.3,321,76.7,High,5.2,3522.73,8.705
2025,Sunflower,Laterite,5.23,107,54,10,20.4,150,74.3,Medium,4.4,119.66,0.296
2024,Garlic,Alluvial,6.55,104,15,50,11.5,460,31.5,High,7.4,2434.02,6.015
2021,Coffee,Saline,8.78,139,18,141,38.6,1843,37.5,Low,9.2,109.89,0.272
2026,Rice,Alluvial,7.66,141,70,23,10.3,1910,79.2,High,11.0,511.81,1.265
2021,Watermelon,Black Soil,8.74,83,88,71,35.2,263,30.7,Low,7.3,2253.09,5.567
2025,Garlic,Alluvial,5.05,75,11,73,25.4,1011,68.5,Medium,4.8,948.93,2.345
2021,Cotton,Alluvial,5.77,109,113,76,27.3,634,63.6,Medium,4.1,559.58,1.383
2024,Maize,Silt Loam,8.01,125,56,51,11.1,548,63.2,Low,5.7,361.48,0.893
2020,Cotton,Silt Loam,8.2,112,69,39,24.1,441,84.5,Medium,6.1,418.41,1.034
2022,Soybean,Sandy Loam,7.08,27,56,58,10.4,150,67.3,High,11.1,170.04,0.42
2022,Sugarcane,Black Soil,5.42,244,82,46,20.1,1363,51.2,Medium,4.6,5130.03,12.677
2023,Watermelon,Laterite,6.65,92,93,134,34.4,640,42.9,Low,7.2,7716.29,19.067
2024,Chickpea,Peaty,6.42,60,34,10,24.8,200,83.5,Low,6.6,196.75,0.486
2023,Potato,Sandy Loam,7.2,131,91,143,31.2,1054,71.6,Medium,9.4,2390.9,5.908
2024,Onion,Laterite,4.93,121,40,96,22.1,833,50.1,Low,5.8,3168.8,7.83
2023,Garlic,Laterite,7.39,140,62,76,37.7,695,80.4,High,5.9,1414.74,3.496
2025,Groundnut,Laterite,5.08,10,15,45,13.8,666,75.2,High,6.4,185.14,0.457
2020,Barley,Laterite,6.32,97,61,10,37.2,275,31.1,Medium,6.6,200.94,0.497
2020,Watermelon,Peaty,5.38,126,51,84,14.7,541,71.5,High,11.6,3488.82,8.621
2026,Watermelon,Black Soil,6.68,84,69,55,18.2,365,44.5,Medium,6.7,4262.92,10.534
2022,Groundnut,Alluvial,6.97,10,30,10,38.8,150,74.8,Low,5.6,123.85,0.306
2026,Watermelon,Red Soil,5.55,92,63,102,39.8,204,39.4,High,4.8,1814.32,4.483
2023,Tea,Sandy Loam,7.37,75,37,114,17.1,1718,78.1,High,6.0,292.58,0.723
2021,Rice,Loam,6.3,74,55,10,34.0,1370,42.8,Low,4.6,696.58,1.721
2025,Sugarcane,Laterite,6.83,217,104,79,31.3,1804,40.2,Medium,6.6,19859.61,49.074
2021,Tea,Laterite,7.5,102,10,109,27.4,2394,67.3,Low,6.5,190.14,0.47
2020,Banana,Alluvial,4.86,151,10,220,20.1,694,30.4,Medium,5.9,2282.84,5.641
2020,Chickpea,Alluvial,7.5,16,89,26,29.4,150,69.6,Low,4.6,207.27,0.512
2023,Cotton,Laterite,6.51,82,17,100,37.6,1080,37.3,High,7.1,247.55,0.612
2024,Sugarcane,Sandy Loam,4.94,290,86,79,16.1,1695,41.0,Medium,4.7,4391.46,10.852
2026,Soybean,Laterite,5.91,90,49,17,23.1,796,40.8,Low,5.3,603.59,1.492
2024,Rice,Alluvial,6.61,111,42,46,13.0,1201,36.7,Medium,7.2,725.27,1.792
2026,Coffee,Clay Loam,7.24,150,28,116,38.4,1311,85.8,Medium,11.5,249.79,0.617
2024,Potato,Laterite,8.07,133,69,113,30.1,321,53.9,Medium,11.0,1321.06,3.264
2021,Soybean,Loam,5.84,62,18,38,23.8,592,71.4,High,5.9,689.18,1.703
2021,Tea,Silt Loam,7.06,110,42,96,35.0,1702,64.0,Low,11.2,202.96,0.502
2024,Watermelon,Saline,8.56,78,54,115,29.1,238,36.1,Low,6.8,2277.16,5.627
2022,Barley,Saline,6.32,167,10,10,10.8,976,37.6,Medium,9.8,407.34,1.007
2026,Tomato,Saline,7.97,119,123,111,13.0,1141,88.4,Medium,5.8,2107.36,5.207
2021,Potato,Alluvial,6.15,147,91,138,12.4,408,70.6,Low,10.9,6918.6,17.096
2022,Mustard,Clay Loam,7.79,117,44,11,26.5,946,89.7,High,10.3,502.05,1.241
2022,Tea,Black Soil,8.65,206,97,43,24.5,1133,39.9,High,6.9,260.16,0.643
2024,Rice,Sandy Loam,5.44,156,30,75,39.6,2690,32.4,Medium,11.7,665.46,1.644
2025,Onion,Saline,5.9,109,10,101,21.0,243,61.3,Medium,8.5,1735.07,4.287
2023,Rice,Alluvial,8.25,145,67,52,37.2,1024,59.9,High,9.8,693.19,1.713
2022,Watermelon,Black Soil,7.87,91,75,67,30.5,583,69.7,Low,11.8,10429.98,25.773
2020,Tomato,Loam,8.15,157,48,110,10.3,685,93.4,High,9.7,2739.54,6.77
2025,Mustard,Peaty,4.57,10,59,45,17.8,1139,40.6,Medium,7.2,215.72,0.533
2026,Groundnut,Loam,7.0,39,54,86,25.5,333,35.9,High,6.8,1054.68,2.606
2023,Mustard,Red Soil,6.42,115,34,45,18.1,150,94.0,Low,4.6,394.12,0.974
2022,Garlic,Saline,7.61,57,28,77,21.1,716,56.6,Low,5.8,1721.23,4.253
2025,Sunflower,Clay Loam,8.32,116,64,74,29.5,247,73.6,High,9.2,425.76,1.052
2022,Barley,Black Soil,6.15,76,17,43,17.8,150,57.5,Medium,8.6,493.24,1.219
2024,Tomato,Loam,6.48,201,80,83,23.5,319,52.4,Medium,9.8,8837.73,21.838
2023,Coffee,Black Soil,7.41,110,47,84,33.0,1771,57.7,High,4.0,153.41,0.379
2024,Barley,Laterite,7.25,107,33,26,37.5,1200,55.5,Low,5.9,420.77,1.04
2024,Coffee,Silt Loam,4.76,214,33,130,12.3,1562,64.4,Low,6.0,238.16,0.589
2026,Wheat,Loam,8.56,130,83,15,31.7,692,69.0,High,8.1,351.19,0.868
2023,Tea,Silt Loam,8.27,204,45,83,10.4,1715,87.7,High,5.6,274.66,0.679
2022,Banana,Peaty,7.25,261,39,206,29.4,1831,43.3,Medium,9.6,20139.43,49.766
2026,Barley,Loam,5.28,87,71,51,19.9,303,87.8,Low,10.8,680.58,1.682
2021,Chickpea,Clay Loam,6.43,59,105,46,33.1,716,62.5,Low,6.8,308.84,0.763
2021,Garlic,Clay Loam,6.9,50,10,46,25.6,906,68.2,Medium,7.8,1668.61,4.123
2024,Wheat,Saline,5.82,176,80,80,27.5,521,33.5,Medium,11.1,1012.44,2.502
2024,Wheat,Alluvial,7.18,105,111,66,37.9,1043,79.4,Low,10.9,916.61,2.265
2022,Banana,Red Soil,8.01,205,42,270,24.0,1772,34.4,Medium,5.7,8880.6,21.944
2024,Banana,Laterite,8.64,198,85,280,17.5,1608,90.2,Medium,5.6,5221.97,12.904
2022,Coffee,Alluvial,8.68,176,10,139,32.8,1733,53.6,Low,10.6,137.04,0.339
2023,Tea,Black Soil,5.55,113,57,92,18.3,1934,52.5,Low,7.4,868.72,2.147
2026,Banana,Saline,6.82,233,115,240,26.0,1242,80.7,Medium,9.2,18489.63,45.689
2026,Apple,Clay Loam,8.19,97,67,52,18.1,611,46.0,High,7.6,2720.25,6.722
2023,Potato,Red Soil,7.12,59,66,100,30.0,218,77.7,Medium,7.8,821.61,2.03
2022,Chickpea,Peaty,5.88,45,105,54,24.2,528,73.7,Medium,8.2,562.78,1.391
2023,Maize,Black Soil,5.79,184,59,71,16.5,968,59.1,Low,6.5,1079.75,2.668
2022,Cotton,Black Soil,8.05,71,69,65,30.7,150,84.4,High,10.9,353.66,0.874
2022,Watermelon,Black Soil,4.61,97,79,71,34.5,983,63.1,Medium,6.6,3442.84,8.507
2024,Rice,Black Soil,5.5,98,46,64,38.2,1088,43.9,Medium,4.7,538.19,1.33
2022,Rice,Peaty,6.51,85,36,75,29.6,1147,94.3,Low,5.6,1082.89,2.676
2020,Barley,Sandy Loam,7.27,95,39,59,22.6,364,62.3,Medium,6.3,842.38,2.082
2026,Onion,Silt Loam,6.48,125,91,58,12.7,161,81.1,Medium,6.6,1923.44,4.753
2020,Wheat,Silt Loam,5.47,168,40,10,34.3,563,38.0,Medium,7.5,372.62,0.921
2024,Soybean,Peaty,6.69,22,75,36,20.9,975,38.3,High,4.8,690.85,1.707
2021,Barley,Peaty,5.4,18,10,29,23.6,339,42.8,High,6.9,284.82,0.704
2023,Coffee,Red Soil,5.08,139,36,83,12.7,1556,56.7,Medium,6.8,327.74,0.81
2020,Sunflower,Laterite,6.08,98,44,95,28.2,346,42.2,Medium,8.0,549.73,1.358
2026,Maize,Black Soil,7.05,96,89,63,21.2,642,89.0,Medium,4.3,1422.6,3.515
2020,Tea,Peaty,4.52,165,55,35,31.9,2204,35.1,Low,11.2,330.02,0.815
2026,Watermelon,Black Soil,5.04,82,91,128,28.5,975,47.4,Low,6.1,5718.89,14.132
2020,Tea,Loam,7.31,98,17,72,28.7,1817,56.9,High,4.1,205.46,0.508
2025,Tea,Clay Loam,5.62,135,10,89,17.2,1081,71.3,Medium,10.8,509.59,1.259
2021,Cotton,Sandy Loam,8.42,56,73,80,10.9,279,65.2,Low,6.1,80.0,0.198
2022,Banana,Saline,7.34,186,100,213,25.2,1567,58.7,Low,6.8,9639.38,23.819
2023,Cotton,Black Soil,4.82,74,81,86,29.4,1129,43.5,Medium,9.0,558.87,1.381
2024,Barley,Laterite,5.5,95,32,12,27.1,842,33.9,Medium,11.7,396.76,0.98
2020,Tea,Clay Loam,6.62,120,42,84,39.0,2566,60.5,Low,9.9,286.77,0.709
2021,Potato,Loam,7.31,93,107,136,11.6,314,79.4,High,10.5,3283.69,8.114
2022,Maize,Black Soil,6.71,151,56,16,10.1,595,78.3,Medium,8.5,628.29,1.553
2024,Groundnut,Peaty,7.34,23,56,95,36.2,1360,33.3,High,7.4,389.41,0.962
2026,Rice,Peaty,6.39,151,95,28,33.1,1593,91.0,Medium,4.3,1257.14,3.106
2026,Coffee,Clay Loam,7.04,116,17,143,15.0,2173,87.5,Medium,9.4,463.28,1.145
2021,Onion,Laterite,7.61,62,30,70,34.9,680,74.9,Medium,6.5,1564.16,3.865
2023,Groundnut,Alluvial,8.02,47,68,65,17.4,266,43.9,High,8.4,364.61,0.901
2020,Sunflower,Loam,6.34,95,71,58,27.4,243,57.2,High,6.3,569.63,1.408
2021,Soybean,Laterite,7.6,89,37,20,22.6,659,38.6,High,4.9,533.45,1.318
2022,Cotton,Silt Loam,8.55,73,90,38,24.8,338,85.3,Medium,4.6,248.18,0.613
2022,Sunflower,Red Soil,8.29,93,51,10,32.3,572,56.7,Low,8.3,295.59,0.73
2023,Groundnut,Peaty,6.63,48,28,10,36.9,150,52.9,Medium,5.7,131.71,0.325
2026,Garlic,Alluvial,5.47,55,51,59,34.7,688,80.0,High,9.7,1345.19,3.324
2022,Mustard,Loam,8.38,110,32,10,20.9,1087,60.6,Medium,9.3,511.64,1.264
2026,Wheat,Black Soil,5.77,76,24,39,13.3,630,80.6,High,6.9,897.44,2.218
2026,Soybean,Black Soil,7.26,46,32,59,23.7,150,64.1,Low,7.9,432.55,1.069
2020,Maize,Alluvial,8.18,140,91,99,32.5,1237,63.8,Medium,8.1,1076.69,2.661
2022,Maize,Clay Loam,7.4,182,34,47,36.2,871,82.7,Medium,11.9,955.58,2.361
2022,Onion,Red Soil,6.04,89,53,93,22.0,817,71.5,High,10.9,6744.17,16.665
2021,Rice,Saline,6.27,167,38,65,19.4,1636,55.3,Medium,9.1,1281.96,3.168
2020,Tomato,Black Soil,8.39,176,77,90,30.6,624,91.1,High,8.6,4553.72,11.252
2025,Barley,Alluvial,8.07,132,23,10,16.0,929,64.3,High,5.0,639.63,1.581
2025,Groundnut,Sandy Loam,5.72,68,62,71,18.0,150,74.9,Medium,9.6,382.12,0.944
2025,Sunflower,Sandy Loam,5.77,60,66,60,22.7,150,84.5,Low,7.9,360.93,0.892
2024,Banana,Silt Loam,7.67,204,56,266,36.0,1749,34.9,Medium,5.1,9465.85,23.391
2026,Sugarcane,Alluvial,6.94,306,64,108,31.9,1942,70.8,Low,10.0,31300.6,77.345
2021,Barley,Laterite,8.57,38,47,49,34.1,1189,41.5,Medium,6.1,148.68,0.367
2024,Soybean,Clay Loam,4.6,37,64,68,33.2,437,33.3,High,11.5,353.74,0.874
2026,Potato,Sandy Loam,8.62,85,68,45,25.5,166,82.5,Low,9.2,1143.39,2.825
2025,Cotton,Red Soil,7.42,82,17,102,29.2,431,62.3,Low,7.7,435.8,1.077
2022,Sugarcane,Silt Loam,8.12,210,123,83,32.6,1995,60.8,Medium,11.2,20636.08,50.993
2023,Potato,Silt Loam,7.69,131,67,110,17.8,855,84.7,Low,4.8,4227.13,10.445
2024,Banana,Red Soil,8.2,173,91,225,21.5,1896,54.5,High,5.9,7793.96,19.259
2020,Chickpea,Peaty,5.99,51,10,35,31.0,150,91.0,Low,6.1,80.0,0.198
2026,Potato,Black Soil,5.44,156,64,128,23.7,933,63.0,High,6.1,5595.12,13.826
2023,Sunflower,Peaty,5.63,70,27,10,13.5,340,34.4,Medium,6.6,125.0,0.309
2023,Soybean,Silt Loam,6.16,12,50,31,39.6,440,84.3,Medium,4.1,173.36,0.428
2026,Sunflower,Peaty,7.22,113,69,41,33.6,374,30.5,Medium,9.9,697.0,1.722
2024,Sunflower,Loam,5.11,59,46,75,20.2,558,88.9,Medium,8.4,609.33,1.506
2025,Rice,Loam,5.54,133,67,11,37.1,2046,80.5,Medium,6.1,631.13,1.56
2026,Maize,Peaty,7.1,213,12,63,36.6,854,70.1,High,7.9,719.86,1.779
2022,Mustard,Peaty,6.04,70,74,43,15.1,1154,59.7,Medium,7.1,534.95,1.322
2026,Banana,Red Soil,7.37,205,19,246,15.2,1521,31.4,Medium,6.9,5012.72,12.387
2025,Banana,Laterite,6.01,207,75,269,30.7,1898,34.0,High,4.7,14548.85,35.951
2020,Mustard,Alluvial,4.72,106,28,25,22.7,315,84.7,Low,6.0,310.75,0.768
2026,Barley,Silt Loam,6.17,80,55,51,14.6,1060,35.9,High,7.7,1142.7,2.824
2022,Wheat,Red Soil,5.18,107,44,38,17.7,505,71.5,Low,7.7,867.77,2.144
2026,Barley,Loam,7.45,115,30,10,36.9,898,31.7,High,4.8,356.61,0.881
2020,Potato,Clay Loam,8.59,63,31,137,24.3,807,43.9,Low,10.2,2996.23,7.404
2025,Banana,Black Soil,5.09,181,36,238,15.2,1811,92.2,High,10.4,6531.18,16.139
2022,Tea,Laterite,6.27,158,51,40,28.9,2225,62.9,Low,7.7,324.21,0.801
2021,Mustard,Clay Loam,7.63,89,47,51,10.6,615,50.1,High,6.5,544.17,1.345
2026,Maize,Peaty,5.11,187,54,10,26.8,672,46.9,High,7.2,699.79,1.729
2026,Rice,Red Soil,8.07,119,51,44,24.9,2019,92.7,Medium,8.6,1148.36,2.838
2024,Tomato,Black Soil,5.0,84,26,111,39.2,1480,48.9,High,11.0,1780.92,4.401
2020,Sugarcane,Sandy Loam,6.66,190,67,60,18.2,2122,70.6,Low,10.8,9010.45,22.265
2022,Cotton,Saline,7.93,204,21,87,36.7,1088,91.9,High,11.5,350.7,0.867
2021,Banana,Clay Loam,8.39,203,59,270,36.0,1653,57.2,Medium,9.8,8948.43,22.112
2023,Tomato,Laterite,4.82,123,91,94,35.2,343,42.6,Low,10.5,1274.28,3.149
2021,Onion,Black Soil,6.5,151,50,73,38.6,735,92.5,Low,10.9,3607.28,8.914
2025,Barley,Red Soil,5.8,44,57,10,20.4,1000,49.9,High,9.4,760.27,1.879
